DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,OP_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST,DEP_TIME,DEP_DEL15,DEP_TIME_BLK,ARR_TIME,ARR_DEL15,CANCELLED,DIVERTED,DISTANCE
1,2,AA,19805,AA,N314PD,218,11057,1105703,CLT,13303,1330303,MIA,1321,0,1300-1359,1526,0,0,0,650
1,2,AA,19805,AA,N123NN,219,13204,1320402,MCO,12892,1289208,LAX,1557,0,1500-1559,1817,0,0,0,2218
1,2,AA,19805,AA,N917AN,220,13495,1349505,MSY,11057,1105703,CLT,707,0,0700-0759,950,0,0,0,651
1,2,AA,19805,AA,N962AN,221,14107,1410702,PHX,10713,1071302,BOI,2118,0,2100-2159,2323,0,0,0,735
1,2,AA,19805,AA,N931AM,222,10721,1072102,BOS,12892,1289208,LAX,714,0,0700-0759,1052,0,0,0,2611
1,2,AA,19805,AA,N946NN,223,13930,1393007,ORD,11278,1127805,DCA,1251,1,1200-1259,1536,0,0,0,612
1,2,AA,19805,AA,N194AA,224,11298,1129806,DFW,14100,1410005,PHL,713,0,0700-0759,1052,0,0,0,1303
1,2,MQ,20398,MQ,N902BC,3600,13930,1393007,ORD,10408,1040805,ATW,1704,1,1600-1659,1843,1,0,0,161
1,2,MQ,20398,MQ,N677AE,3602,11980,1198002,GRI,11298,1129806,DFW,1131,0,1100-1159,1329,0,0,0,561
1,2,MQ,20398,MQ,N902BC,3603,10599,1059904,BHM,13930,1393007,ORD,1418,1,1300-1359,1634,1,0,0,583
1,2,MQ,20398,MQ,N902BC,3603,13930,1393007,ORD,10599,1059904,BHM,1143,0,1100-1159,1355,1,0,0,583
1,2,MQ,20398,MQ,N824AE,3604,10990,1099005,CHO,12953,1295304,LGA,1952,0,2000-2059,2059,0,0,0,305
1,2,MQ,20398,MQ,N824AE,3604,12953,1295304,LGA,10990,1099005,CHO,1754,0,1700-1759,1923,0,0,0,305
1,2,MQ,20398,MQ,N807AE,3606,11298,1129806,DFW,14960,1496002,SPS,1425,0,1400-1459,1513,0,0,0,113
1,2,AA,19805,AA,N711UW,1846,14122,1412202,PIT,11057,1105703,CLT,657,0,0700-0759,823,0,0,0,366
1,2,AA,19805,AA,N970UY,1847,11298,1129806,DFW,14747,1474703,SEA,948,1,0900-0959,1158,0,0,0,1660
1,2,AA,19805,AA,N970UY,1847,14747,1474703,SEA,11298,1129806,DFW,1250,0,1200-1259,1914,1,0,0,1660
1,2,AA,19805,AA,N151UW,1848,13204,1320402,MCO,14100,1410005,PHL,1620,0,1600-1659,1835,0,0,0,861
1,2,AA,19805,AA,N151UW,1848,14100,1410005,PHL,13204,1320402,MCO,1239,0,1200-1259,1511,0,0,0,861
1,2,AA,19805,AA,N837AN,2354,11298,1129806,DFW,12892,1289208,LAX,1903,0,1900-1959,2008,0,0,0,1235
1,2,AA,19805,AA,N957AN,2355,13303,1330303,MIA,13495,1349505,MSY,2147,0,2100-2159,2256,0,0,0,675
1,2,AA,19805,AA,N885NN,2356,11298,1129806,DFW,14492,1449202,RDU,1321,0,1300-1359,1636,0,0,0,1061
1,2,AA,19805,AA,N885NN,2356,14492,1449202,RDU,13930,1393007,ORD,1737,0,1700-1759,1906,0,0,0,646
1,2,AA,19805,AA,N939AN,2357,11298,1129806,DFW,14869,1486903,SLC,1341,1,1300-1359,1516,1,0,0,989
1,2,AA,19805,AA,N939AN,2357,14869,1486903,SLC,11298,1129806,DFW,1605,0,1500-1559,1939,0,0,0,989
1,2,AA,19805,AA,N965NN,2358,15376,1537604,TUS,13930,1393007,ORD,610,0,0600-0659,1028,0,0,0,1437
1,2,AA,19805,AA,N808NN,2360,11298,1129806,DFW,14869,1486903,SLC,947,1,0900-0959,1134,0,0,0,989
1,2,AA,19805,AA,N808NN,2360,14869,1486903,SLC,11298,1129806,DFW,1238,1,1200-1259,1618,1,0,0,989
1,2,AA,19805,AA,N123NN,2361,12892,1289208,LAX,13204,1320402,MCO,703,0,0700-0759,1438,0,0,0,2218
1,2,AA,19805,AA,N336RU,2362,13303,1330303,MIA,11278,1127805,DCA,2029,1,1900-1959,2249,1,0,0,919
1,2,AA,19805,AA,N998NN,2363,11298,1129806,DFW,11638,1163807,FAT,922,0,0900-0959,1045,0,0,0,1313
1,2,AA,19805,AA,N998NN,2363,11638,1163807,FAT,11298,1129806,DFW,1154,0,1100-1159,1706,0,0,0,1313
1,2,AA,19805,AA,N131NN,2364,13930,1393007,ORD,12892,1289208,LAX,1637,0,1600-1659,1909,0,0,0,1744
1,2,AA,19805,AA,N976NN,2366,13930,1393007,ORD,10397,1039707,ATL,1905,1,1800-1859,2157,1,0,0,606
1,2,AA,19805,AA,N966TW,2368,10821,1082106,BWI,11298,1129806,DFW,1501,0,1500-1559,1731,0,0,0,1217
1,2,AA,19805,AA,N966TW,2368,11298,1129806,DFW,10821,1082106,BWI,1033,0,1000-1059,1403,0,0,0,1217
1,2,AA,19805,AA,N810NN,2369,12478,1247805,JFK,14107,1410702,PHX,1019,0,1000-1059,1446,1,0,0,2153
1,2,AA,19805,AA,N940NN,2371,11618,1161802,EWR,14107,1410702,PHX,958,0,0900-0959,1405,0,0,0,2133
1,2,AA,19805,AA,N163AA,2372,11298,1129806,DFW,14683,1468305,SAT,1740,0,1700-1759,1852,0,0,0,247
1,2,AA,19805,AA,N163AA,2372,14683,1468305,SAT,11298,1129806,DFW,1944,0,1900-1959,2044,0,0,0,247
1,2,AA,19805,AA,N9616G,2373,11298,1129806,DFW,14685,1468502,SAV,1059,1,1000-1059,1402,1,0,0,925
1,2,AA,19805,AA,N9616G,2373,14685,1468502,SAV,11298,1129806,DFW,1450,1,1400-1459,1636,1,0,0,925
1,2,AA,19805,AA,N989AU,2374,14771,1477104,SFO,11298,1129806,DFW,641,0,0600-0659,1207,0,0,0,1464
1,2,AA,19805,AA,N990NN,2375,11298,1129806,DFW,14869,1486903,SLC,2026,1,1900-1959,2204,1,0,0,989
1,2,AA,19805,AA,N987NN,2376,11697,1169706,FLL,11298,1129806,DFW,2258,0,2200-2259,47,0,0,0,1119
1,2,AA,19805,AA,N9008U,2377,12441,1244102,JAC,11298,1129806,DFW,1418,1,1300-1359,1756,1,0,0,1047
1,2,AA,19805,AA,N9006,2377,13930,1393007,ORD,12441,1244102,JAC,945,0,0900-0959,1155,0,0,0,1162
1,2,AA,19805,AA,N928AM,2378,12892,1289208,LAX,11298,1129806,DFW,3,0,2300-2359,504,0,0,0,1235
1,2,AA,19805,AA,N879NN,2379,13930,1393007,ORD,14869,1486903,SLC,1035,1,1000-1059,1315,1,0,0,1250
1,2,AA,19805,AA,N879NN,2379,14869,1486903,SLC,13930,1393007,ORD,1403,1,1300-1359,1815,1,0,0,1250
1,2,AA,19805,AA,N346AN,2380,12889,1288903,LAS,14100,1410005,PHL,2249,0,2200-2259,605,0,0,0,2176
1,2,AA,19805,AA,N346AN,2380,14100,1410005,PHL,12889,1288903,LAS,1803,0,1800-1859,2040,0,0,0,2176
1,2,AA,19805,AA,N922AN,2381,13930,1393007,ORD,13487,1348702,MSP,1904,1,1700-1759,2027,1,0,0,334
1,2,AA,19805,AA,N9619V,2382,11298,1129806,DFW,13198,1319801,MCI,1035,0,1000-1059,1201,0,0,0,460
1,2,AA,19805,AA,N9619V,2382,13198,1319801,MCI,11298,1129806,DFW,1300,0,1300-1359,1449,0,0,0,460
1,2,AA,19805,AA,N691AA,2383,12478,1247805,JFK,13303,1330303,MIA,1729,0,1700-1759,2032,0,0,0,1089
1,2,AA,19805,AA,N961NN,2385,14492,1449202,RDU,13930,1393007,ORD,550,0,0001-0559,708,0,0,0,646
1,2,AA,19805,AA,N789AN,2386,11298,1129806,DFW,13303,1330303,MIA,726,0,0700-0759,1103,0,0,0,1121
1,2,AA,19805,AA,N791AN,2386,13303,1330303,MIA,11298,1129806,DFW,1219,0,1200-1259,1420,0,0,0,1121
1,2,AA,19805,AA,N9626F,2388,11298,1129806,DFW,11423,1142307,DSM,1441,0,1400-1459,1615,0,0,0,624
1,2,AA,19805,AA,N9626F,2388,11423,1142307,DSM,11298,1129806,DFW,1715,0,1700-1759,1940,1,0,0,624
1,2,AA,19805,AA,N9615W,2389,11298,1129806,DFW,14193,1419306,PNS,1319,0,1300-1359,1451,0,0,0,604
1,2,AA,19805,AA,N9615W,2389,14193,1419306,PNS,11298,1129806,DFW,1531,0,1500-1559,1728,0,0,0,604
1,2,AA,19805,AA,N850NN,2390,13204,1320402,MCO,13303,1330303,MIA,2129,0,2100-2159,2230,0,0,0,192
1,2,AA,19805,AA,N850NN,2390,13303,1330303,MIA,13204,1320402,MCO,1933,0,1900-1959,2043,0,0,0,192
1,2,AA,19805,AA,N321RL,2392,12953,1295304,LGA,13303,1330303,MIA,1644,0,1600-1659,2018,0,0,0,1096
1,2,AA,19805,AA,N137AA,2394,11298,1129806,DFW,12889,1288903,LAS,2122,1,2100-2159,2208,0,0,0,1055
1,2,AA,19805,AA,N842NN,2397,13487,1348702,MSP,13930,1393007,ORD,1211,1,1000-1059,1332,1,0,0,334
1,2,AA,19805,AA,N842NN,2397,13930,1393007,ORD,13487,1348702,MSP,1001,1,0800-0859,1116,1,0,0,334
1,2,AA,19805,AA,N355PU,2398,13204,1320402,MCO,13930,1393007,ORD,1657,0,1600-1659,1858,0,0,0,1005
1,2,AA,19805,AA,N355PU,2398,13930,1393007,ORD,13204,1320402,MCO,1226,0,1200-1259,1605,0,0,0,1005
1,2,AA,19805,AA,N9617R,2399,11298,1129806,DFW,11540,1154005,ELP,1333,0,1300-1359,1424,1,0,0,551
1,2,AA,19805,AA,N9617R,2399,11540,1154005,ELP,11298,1129806,DFW,1502,1,1400-1459,1736,0,0,0,551
1,2,AA,19805,AA,N8001N,2400,11298,1129806,DFW,15370,1537002,TUL,1925,1,1800-1859,2015,1,0,0,237
1,2,AA,19805,AA,N989NN,2401,11298,1129806,DFW,15304,1530402,TPA,1919,0,1900-1959,2231,0,0,0,929
1,2,AA,19805,AA,N983NN,2402,11298,1129806,DFW,14908,1490803,SNA,846,0,0800-0859,1003,0,0,0,1205
1,2,AA,19805,AA,N983NN,2402,14908,1490803,SNA,11298,1129806,DFW,1050,0,1000-1059,1532,0,0,0,1205
1,2,AA,19805,AA,N870NN,2403,11298,1129806,DFW,10397,1039707,ATL,2034,0,2000-2059,2340,0,0,0,731
1,2,AA,19805,AA,N931AN,2404,10423,1042302,AUS,11298,1129806,DFW,1421,0,1400-1459,1519,0,0,0,190
1,2,AA,19805,AA,N931AN,2404,11298,1129806,DFW,10423,1042302,AUS,1234,0,1200-1259,1338,0,0,0,190
1,2,AA,19805,AA,N895NN,2407,12889,1288903,LAS,13930,1393007,ORD,1152,0,1200-1259,1735,0,0,0,1514
1,2,AA,19805,AA,N314PD,2408,13204,1320402,MCO,13303,1330303,MIA,1824,0,1800-1859,1926,0,0,0,192
1,2,AA,19805,AA,N314PD,2408,13303,1330303,MIA,13204,1320402,MCO,1633,0,1600-1659,1735,0,0,0,192
1,2,AA,19805,AA,N851NN,2409,13930,1393007,ORD,15304,1530402,TPA,2022,1,1800-1859,19,1,0,0,1011
1,2,AA,19805,AA,N200NV,2411,13930,1393007,ORD,13204,1320402,MCO,1716,1,1500-1559,2103,1,0,0,1005
1,2,AA,19805,AA,N843NN,2412,13930,1393007,ORD,11298,1129806,DFW,927,1,0800-0859,1151,1,0,0,801
1,2,AA,19805,AA,N970AN,2413,10423,1042302,AUS,12892,1289208,LAX,551,0,0001-0559,712,0,0,0,1242
1,2,AA,19805,AA,N938NN,2414,13303,1330303,MIA,14843,1484306,SJU,1348,0,1300-1359,1715,0,0,0,1045
1,2,AA,19805,AA,N825NN,2415,14843,1484306,SJU,13303,1330303,MIA,1300,1,1200-1259,1448,1,0,0,1045
1,2,AA,19805,AA,N811AB,2418,11298,1129806,DFW,13930,1393007,ORD,1711,1,1600-1659,1917,1,0,0,801
1,2,AA,19805,AA,N138AN,2419,11298,1129806,DFW,12889,1288903,LAS,1527,0,1500-1559,1617,0,0,0,1055
1,2,AA,19805,AA,N983TW,2420,10140,1014005,ABQ,11298,1129806,DFW,1125,0,1100-1159,1437,1,0,0,569
1,2,AA,19805,AA,N983TW,2420,11298,1129806,DFW,10140,1014005,ABQ,932,0,0900-0959,1040,0,0,0,569
1,2,AA,19805,AA,N868NN,2421,13303,1330303,MIA,14771,1477104,SFO,1944,0,1900-1959,2254,0,0,0,2585
1,2,AA,19805,AA,N806NN,2423,12478,1247805,JFK,11298,1129806,DFW,1811,0,1800-1859,2110,0,0,0,1391
1,2,AA,19805,AA,N158AN,2424,11298,1129806,DFW,12892,1289208,LAX,853,0,0800-0859,1026,0,0,0,1235
1,2,AA,19805,AA,N872NN,2425,14262,1426204,PSP,11298,1129806,DFW,615,0,0600-0659,1115,0,0,0,1126
1,2,AA,19805,AA,N898NN,2426,11298,1129806,DFW,11996,1199603,GSP,2014,1,1900-1959,2311,1,0,0,862
1,2,AA,19805,AA,N338PK,2427,13930,1393007,ORD,15376,1537604,TUS,1354,1,1300-1359,1652,1,0,0,1437
1,2,AA,19805,AA,N338PK,2427,15376,1537604,TUS,13930,1393007,ORD,1735,1,1600-1659,2128,0,0,0,1437
1,2,AA,19805,AA,N910AN,2429,13930,1393007,ORD,11298,1129806,DFW,1543,1,1400-1459,1815,1,0,0,801
1,2,AA,19805,AA,N976AN,2430,11298,1129806,DFW,15304,1530402,TPA,1314,0,1300-1359,1629,0,0,0,929
1,2,AA,19805,AA,N976AN,2430,15304,1530402,TPA,11298,1129806,DFW,1720,0,1700-1759,1906,0,0,0,929
1,2,AA,19805,AA,N904AA,2431,12892,1289208,LAX,13930,1393007,ORD,1656,0,1700-1759,2239,0,0,0,1744
1,2,AA,19805,AA,N160AN,2433,11298,1129806,DFW,14057,1405702,PDX,1753,1,1700-1759,1944,0,0,0,1616
1,2,AA,19805,AA,N862NN,2434,14107,1410702,PHX,12478,1247805,JFK,1347,0,1300-1359,1956,0,0,0,2153
1,2,AA,19805,AA,N983TW,2435,14685,1468502,SAV,11298,1129806,DFW,554,0,0600-0659,745,0,0,0,925
1,2,AA,19805,AA,N820AL,2437,11298,1129806,DFW,12892,1289208,LAX,1232,0,1200-1259,1332,0,0,0,1235
1,2,AA,19805,AA,N820AL,2437,12892,1289208,LAX,11298,1129806,DFW,557,0,0600-0659,1110,0,0,0,1235
1,2,AA,19805,AA,N838AW,2439,10868,1086803,CAE,11298,1129806,DFW,1524,0,1500-1559,1710,0,0,0,922
1,2,AA,19805,AA,N838AW,2439,11298,1129806,DFW,10868,1086803,CAE,1124,0,1100-1159,1432,0,0,0,922
1,2,AA,19805,AA,N876NN,2442,12266,1226603,IAH,11298,1129806,DFW,819,0,0800-0859,926,0,0,0,224
1,2,AA,19805,AA,N336RU,2445,11292,1129202,DEN,13303,1330303,MIA,1131,1,1000-1059,1710,1,0,0,1709
1,2,AA,19805,AA,N336RU,2445,13303,1330303,MIA,11292,1129202,DEN,812,1,0700-0759,1025,1,0,0,1709
1,2,AA,19805,AA,N972NN,2446,13930,1393007,ORD,11278,1127805,DCA,1724,1,1700-1759,2000,0,0,0,612
1,2,AA,19805,AA,N951NN,2447,13930,1393007,ORD,14683,1468305,SAT,1604,1,1400-1459,1906,1,0,0,1041
1,2,AA,19805,AA,N951NN,2447,14683,1468305,SAT,13930,1393007,ORD,1948,1,1800-1859,2214,1,0,0,1041
1,2,AA,19805,AA,N980NN,2448,11298,1129806,DFW,14570,1457002,RNO,1742,0,1700-1759,1906,0,0,0,1345
1,2,AA,19805,AA,N800NN,2449,11298,1129806,DFW,12451,1245102,JAX,1925,1,1800-1859,2234,1,0,0,918
1,2,AA,19805,AA,N970NN,2450,13487,1348702,MSP,11298,1129806,DFW,1821,0,1800-1859,2110,0,0,0,852
1,2,AA,19805,AA,N970NN,2450,14107,1410702,PHX,13487,1348702,MSP,1328,0,1300-1359,1720,0,0,0,1276
1,2,AA,19805,AA,N130AN,2452,12892,1289208,LAX,13930,1393007,ORD,606,0,0600-0659,1142,0,0,0,1744
1,2,AA,19805,AA,N9620D,2453,14193,1419306,PNS,11298,1129806,DFW,700,0,0700-0759,926,0,0,0,604
1,2,AA,19805,AA,N119NN,2455,12892,1289208,LAX,10721,1072102,BOS,2139,0,2100-2159,606,1,0,0,2611
1,2,AA,19805,AA,N824NN,2456,13930,1393007,ORD,12889,1288903,LAS,1042,1,1000-1059,1302,1,0,0,1514
1,2,AA,19805,AA,N923AN,2457,13303,1330303,MIA,13930,1393007,ORD,2032,1,1900-1959,2239,1,0,0,1197
1,2,AA,19805,AA,N906NN,2458,14679,1467903,SAN,12478,1247805,JFK,925,1,0700-0759,1657,1,0,0,2446
1,2,AA,19805,AA,N125AA,2459,11298,1129806,DFW,12892,1289208,LAX,1425,0,1400-1459,1537,0,0,0,1235
1,2,AA,19805,AA,N125AA,2459,12892,1289208,LAX,11298,1129806,DFW,753,0,0700-0759,1250,0,0,0,1235
1,2,AA,19805,AA,N995AN,2460,12892,1289208,LAX,11298,1129806,DFW,1025,1,0900-0959,1510,1,0,0,1235
1,2,AA,19805,AA,N343PN,2461,12953,1295304,LGA,13930,1393007,ORD,2128,0,2100-2159,2307,0,0,0,733
1,2,AA,19805,AA,N170US,1879,11057,1105703,CLT,13204,1320402,MCO,2052,1,2000-2059,2228,1,0,0,468
1,2,AA,19805,AA,N749US,1880,11278,1127805,DCA,14100,1410005,PHL,714,0,0700-0759,757,0,0,0,119
1,2,AA,19805,AA,N963UW,1881,10529,1052906,BDL,14100,1410005,PHL,1008,0,1000-1059,1112,0,0,0,196
1,2,AA,19805,AA,N188US,1882,11057,1105703,CLT,12889,1288903,LAS,1646,0,1600-1659,1842,0,0,0,1916
1,2,AA,19805,AA,N926UW,1883,11057,1105703,CLT,13930,1393007,ORD,1428,0,1400-1459,1559,1,0,0,599
1,2,AA,19805,AA,N949UW,1884,14122,1412202,PIT,14100,1410005,PHL,1028,0,1000-1059,1125,0,0,0,268
1,2,AA,19805,AA,N559UW,1885,14107,1410702,PHX,11298,1129806,DFW,1247,1,1200-1259,1602,1,0,0,868
1,2,AA,19805,AA,N157UW,1886,11057,1105703,CLT,14100,1410005,PHL,1311,0,1300-1359,1442,0,0,0,449
1,2,AA,19805,AA,N544UW,1887,14107,1410702,PHX,14100,1410005,PHL,934,0,0900-0959,1520,0,0,0,2075
1,2,AA,19805,AA,N740UW,1888,11057,1105703,CLT,15016,1501606,STL,2236,0,2200-2259,2331,0,0,0,575
1,2,AA,19805,AA,N951UW,1889,14100,1410005,PHL,13198,1319801,MCI,2051,0,2100-2159,2319,0,0,0,1038
1,2,AA,19805,AA,N717UW,1890,13244,1324402,MEM,11057,1105703,CLT,904,0,0900-0959,1147,0,0,0,511
1,2,AA,19805,AA,N109UW,1891,11057,1105703,CLT,11618,1161802,EWR,1625,0,1600-1659,1808,0,0,0,529
1,2,AA,19805,AA,N109UW,1891,11618,1161802,EWR,11057,1105703,CLT,1858,0,1900-1959,2102,0,0,0,529
1,2,AA,19805,AA,N963UW,1892,14100,1410005,PHL,12266,1226603,IAH,2022,0,2000-2059,2315,0,0,0,1325
1,2,AA,19805,AA,N540UW,1893,11057,1105703,CLT,12953,1295304,LGA,1816,0,1800-1859,1949,0,0,0,544
1,2,AA,19805,AA,N553UW,1893,12953,1295304,LGA,11057,1105703,CLT,1451,0,1400-1459,1646,0,0,0,544
1,2,AA,19805,AA,N801AW,1894,14524,1452401,RIC,11057,1105703,CLT,1425,0,1400-1459,1547,0,0,0,257
1,2,AA,19805,AA,N549UW,1895,12892,1289208,LAX,14107,1410702,PHX,602,0,0600-0659,821,0,0,0,370
1,2,AA,19805,AA,N507AY,1896,13204,1320402,MCO,11057,1105703,CLT,647,0,0600-0659,832,0,0,0,468
1,2,AA,19805,AA,N725UW,1897,14027,1402702,PBI,11057,1105703,CLT,952,0,1000-1059,1146,0,0,0,590
1,2,AA,19805,AA,N186US,1898,10721,1072102,BOS,14100,1410005,PHL,1232,0,1200-1259,1402,0,0,0,280
1,2,AA,19805,AA,N186US,1898,14100,1410005,PHL,10721,1072102,BOS,1014,0,1000-1059,1121,0,0,0,280
1,2,AA,19805,AA,N287AY,1899,13204,1320402,MCO,14100,1410005,PHL,907,0,0900-0959,1130,0,0,0,861
1,2,AA,19805,AA,N196UW,1900,11697,1169706,FLL,11057,1105703,CLT,2122,0,2100-2159,2309,0,0,0,632
1,2,AA,19805,AA,N102UW,1901,12451,1245102,JAX,11057,1105703,CLT,2157,0,2200-2259,2318,0,0,0,328
1,2,AA,19805,AA,N804AW,1903,11057,1105703,CLT,13198,1319801,MCI,2152,0,2100-2159,2316,0,0,0,808
1,2,AA,19805,AA,N957UW,1904,13296,1329604,MHT,14100,1410005,PHL,1926,0,1900-1959,2059,0,0,0,289
1,2,AA,19805,AA,N957UW,1904,14100,1410005,PHL,13296,1329604,MHT,1731,0,1700-1759,1843,0,0,0,289
1,2,AA,19805,AA,N749US,1905,10257,1025702,ALB,11057,1105703,CLT,1928,1,1900-1959,2140,1,0,0,646
1,2,AA,19805,AA,N749US,1905,11057,1105703,CLT,10257,1025702,ALB,1628,0,1600-1659,1823,0,0,0,646
1,2,AA,19805,AA,N765US,1906,14100,1410005,PHL,14122,1412202,PIT,2034,0,2000-2059,2147,0,0,0,268
1,2,AA,19805,AA,N946UW,1907,10397,1039707,ATL,14100,1410005,PHL,722,0,0700-0759,909,0,0,0,666
1,2,AA,19805,AA,N193UW,1908,12889,1288903,LAS,11298,1129806,DFW,655,0,0600-0659,1130,0,0,0,1055
1,2,AA,19805,AA,N552UW,1909,14492,1449202,RDU,11057,1105703,CLT,2207,0,2200-2259,2312,0,0,0,130
1,2,AA,19805,AA,N816AW,1910,14492,1449202,RDU,12892,1289208,LAX,621,1,0600-0659,902,0,0,0,2239
1,2,AA,19805,AA,N680AW,1911,14524,1452401,RIC,11057,1105703,CLT,639,0,0600-0659,748,0,0,0,257
1,2,AA,19805,AA,N199UW,1912,11057,1105703,CLT,11298,1129806,DFW,2109,0,2100-2159,2307,0,0,0,936
1,2,AA,19805,AA,N188US,1913,12889,1288903,LAS,14107,1410702,PHX,1946,0,1900-1959,2156,0,0,0,255
1,2,AA,19805,AA,N521UW,1914,12892,1289208,LAX,13204,1320402,MCO,2226,0,2200-2259,605,0,0,0,2218
1,2,AA,19805,AA,N732US,1915,10721,1072102,BOS,11057,1105703,CLT,1038,0,1000-1059,1318,0,0,0,728
1,2,AA,19805,AA,N963UW,1916,13198,1319801,MCI,14100,1410005,PHL,1547,0,1500-1559,1910,0,0,0,1038
1,2,AA,19805,AA,N963UW,1916,14100,1410005,PHL,13198,1319801,MCI,1246,0,1200-1259,1505,0,0,0,1038
1,2,AA,19805,AA,N723UW,1917,13931,1393102,ORF,11057,1105703,CLT,654,0,0700-0759,825,0,0,0,290
1,2,AA,19805,AA,N552UW,1918,13930,1393007,ORD,14107,1410702,PHX,944,0,0900-0959,1258,0,0,0,1440
1,2,AA,19805,AA,N279AY,1919,14100,1410005,PHL,13204,1320402,MCO,1807,0,1800-1859,2050,0,0,0,861
1,2,AA,19805,AA,N557UW,1920,13930,1393007,ORD,14107,1410702,PHX,1403,0,1300-1359,1716,1,0,0,1440
1,2,AA,19805,AA,N812AW,1921,13303,1330303,MIA,15304,1530402,TPA,2140,0,2100-2159,2236,0,0,0,204
1,2,AA,19805,AA,N803AW,1922,11057,1105703,CLT,11278,1127805,DCA,1148,0,1100-1159,1300,0,0,0,331
1,2,AA,19805,AA,N803AW,1922,11278,1127805,DCA,11057,1105703,CLT,1343,0,1300-1359,1508,0,0,0,331
1,2,AA,19805,AA,N722US,1923,11057,1105703,CLT,10821,1082106,BWI,2235,0,2200-2259,2354,0,0,0,361
1,2,AA,19805,AA,N583UW,1924,11057,1105703,CLT,11697,1169706,FLL,950,0,0900-0959,1144,0,0,0,632
1,2,AA,19805,AA,N583UW,1924,11697,1169706,FLL,11057,1105703,CLT,1252,0,1200-1259,1444,0,0,0,632
1,2,AA,19805,AA,N912UY,1925,11057,1105703,CLT,12892,1289208,LAX,946,0,0900-0959,1221,0,0,0,2125
1,2,AA,19805,AA,N508AY,1925,12892,1289208,LAX,14100,1410005,PHL,1426,1,1400-1459,2157,0,0,0,2402
1,2,AA,19805,AA,N723UW,1926,11057,1105703,CLT,14122,1412202,PIT,1450,0,1400-1459,1609,0,0,0,366
1,2,AA,19805,AA,N723UW,1926,14122,1412202,PIT,11057,1105703,CLT,1649,0,1600-1659,1825,0,0,0,366
1,2,AA,19805,AA,N560UW,1927,14100,1410005,PHL,12892,1289208,LAX,2042,0,2000-2059,2351,0,0,0,2402
1,2,AA,19805,AA,N733UW,1928,10693,1069302,BNA,11057,1105703,CLT,736,0,0700-0759,952,0,0,0,328
1,2,AA,19805,AA,N545UW,1929,14057,1405702,PDX,11057,1105703,CLT,2319,0,2300-2359,648,0,0,0,2282
1,2,AA,19805,AA,N126UW,1930,11057,1105703,CLT,13495,1349505,MSY,727,0,0700-0759,831,0,0,0,651
1,2,AA,19805,AA,N126UW,1930,13495,1349505,MSY,11057,1105703,CLT,922,0,0900-0959,1205,0,0,0,651
1,2,AA,19805,AA,N658AW,1931,10821,1082106,BWI,14107,1410702,PHX,1706,0,1700-1759,2028,0,0,0,1999
1,2,AA,19805,AA,N658AW,1931,14107,1410702,PHX,10821,1082106,BWI,955,0,0900-0959,1551,0,0,0,1999
1,2,AA,19805,AA,N747UW,1932,11057,1105703,CLT,15016,1501606,STL,1321,0,1300-1359,1410,0,0,0,575
1,2,AA,19805,AA,N747UW,1932,15016,1501606,STL,11057,1105703,CLT,1458,0,1500-1559,1731,0,0,0,575
1,2,AA,19805,AA,N958UW,1933,14100,1410005,PHL,10423,1042302,AUS,2039,0,2000-2059,24,1,0,0,1430
1,2,MQ,20398,MQ,N854AE,3316,10155,1015502,ACT,11298,1129806,DFW,638,0,0600-0659,717,0,0,0,89
1,2,MQ,20398,MQ,N241NN,3317,11298,1129806,DFW,12992,1299206,LIT,1400,0,1400-1459,1503,0,0,0,304
1,2,MQ,20398,MQ,N241NN,3317,12992,1299206,LIT,11298,1129806,DFW,1548,0,1500-1559,1715,0,0,0,304
1,2,MQ,20398,MQ,N851AE,3319,10136,1013603,ABI,11298,1129806,DFW,1734,1,1700-1759,1850,1,0,0,158
1,2,MQ,20398,MQ,N851AE,3319,11298,1129806,DFW,10136,1013603,ABI,1618,1,1500-1559,1713,1,0,0,158
1,2,MQ,20398,MQ,N258NN,3320,11042,1104205,CLE,11298,1129806,DFW,1117,0,1100-1159,1338,0,0,0,1021
1,2,MQ,20398,MQ,N835AE,3321,11298,1129806,DFW,11415,1141501,DRT,2236,0,2200-2259,20,1,0,0,335
1,2,MQ,20398,MQ,N852AE,3322,11415,1141501,DRT,11298,1129806,DFW,707,0,0700-0759,811,0,0,0,335
1,2,MQ,20398,MQ,N231AN,3324,11298,1129806,DFW,14193,1419306,PNS,1026,0,1000-1059,1204,0,0,0,604
1,2,MQ,20398,MQ,N824AE,3327,11042,1104205,CLE,12478,1247805,JFK,702,0,0700-0759,830,0,0,0,425
1,2,MQ,20398,MQ,N246NN,3331,11298,1129806,DFW,15370,1537002,TUL,1116,0,1100-1159,1212,0,0,0,237
1,2,MQ,20398,MQ,N246NN,3331,15370,1537002,TUL,11298,1129806,DFW,1242,0,1200-1259,1405,0,0,0,237
1,2,MQ,20398,MQ,N678AE,3332,11066,1106606,CMH,13303,1330303,MIA,1152,0,1100-1159,1433,0,0,0,990
